Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
521,Numel,0.00076,118,0.006,106,0.006
522,Geodude-Alola,0.00073,18,0.001,16,0.001
523,Fuecoco,0.00073,36,0.002,29,0.002
524,Dartrix,0.00072,29,0.001,22,0.001
525,Sandshrew-Alola,0.00072,27,0.001,20,0.001
526,Marshtomp,0.00071,68,0.003,59,0.004
527,Mareanie,0.00071,68,0.003,53,0.003
528,Trapinch,0.00070,45,0.002,30,0.002
529,Vullaby,0.00069,32,0.002,27,0.002
530,Arctibax,0.00069,61,0.003,51,0.003
531,Eelektrik,0.00067,35,0.002,20,0.001
532,Poliwhirl,0.00066,45,0.002,35,0.002
533,Ivysaur,0.00065,92,0.004,78,0.005
534,Finizen,0.00065,24,0.001,19,0.001
535,Pawniard,0.00063,29,0.001,25,0.002
536,Charmeleon,0.00062,63,0.003,53,0.003
537,Aipom,0.00062,51,0.002,42,0.003
538,Minccino,0.00060,99,0.005,86,0.005
539,Horsea,0.00059,18,0.001,13,0.001
540,Exeggcute,0.00059,12,0.001,9,0.001
541,Litwick,0.00058,27,0.001,21,0.001
542,Meowth,0.00057,83,0.004,66,0.004
543,Seadra,0.00057,54,0.003,39,0.002
544,Ralts,0.00056,52,0.003,43,0.003
545,Tauros-Paldea-Combat,0.00056,110,0.005,79,0.005
546,Applin,0.00056,28,0.001,19,0.001
547,Litten,0.00055,22,0.001,15,0.001
548,Brionne,0.00054,18,0.001,14,0.001
549,Quilava,0.00054,44,0.002,36,0.002
550,Combusken,0.00054,50,0.002,31,0.002
551,Floragato,0.00053,63,0.003,39,0.002
552,Graveler-Alola,0.00052,31,0.001,29,0.002
553,Sunkern,0.00052,42,0.002,36,0.002
554,Mudkip,0.00052,17,0.001,14,0.001
555,Bayleef,0.00051,65,0.003,52,0.003
556,Geodude,0.00050,70,0.003,67,0.004
557,Wooper-Paldea,0.00050,68,0.003,57,0.003
558,Swadloon,0.00050,57,0.003,49,0.003
559,Cosmoem,0.00049,51,0.002,47,0.003
560,Snivy,0.00049,30,0.001,21,0.001
561,Sewaddle,0.00049,9,0.000,9,0.001
562,Larvitar,0.00048,31,0.001,21,0.001
563,Inkay,0.00048,50,0.002,28,0.002
564,Snom,0.00048,41,0.002,37,0.002
565,Larvesta,0.00047,28,0.001,23,0.001
566,Doduo,0.00047,63,0.003,46,0.003
567,Carkol,0.00047,46,0.002,41,0.002
568,Mienfoo,0.00046,37,0.002,27,0.002
569,Shroodle,0.00046,35,0.002,21,0.001
570,Hatenna,0.00045,26,0.001,21,0.001
571,Shroomish,0.00043,71,0.003,58,0.004
572,Slowpoke,0.00043,23,0.001,18,0.001
573,Kubfu,0.00043,18,0.001,14,0.001
574,Tentacool,0.00041,31,0.001,17,0.001
575,Frogadier,0.00041,27,0.001,20,0.001
576,Dratini,0.00040,22,0.001,18,0.001
577,Yungoos,0.00040,23,0.001,14,0.001
578,Grookey,0.00039,72,0.003,55,0.003
579,Sprigatito,0.00038,40,0.002,31,0.002
580,Cleffa,0.00038,22,0.001,20,0.001
581,Shinx,0.00038,7,0.000,7,0.000
582,Greavard,0.00037,14,0.001,9,0.001
583,Salandit,0.00037,19,0.001,12,0.001
584,Voltorb-Hisui,0.00035,49,0.002,36,0.002
585,Lombre,0.00035,11,0.001,9,0.001
586,Ekans,0.00035,27,0.001,27,0.002
587,Torchic,0.00034,52,0.003,30,0.002
588,Cyndaquil,0.00034,26,0.001,19,0.001
589,Tinkatuff,0.00034,9,0.000,7,0.000
590,Zweilous,0.00034,55,0.003,48,0.003
591,Axew,0.00033,15,0.001,10,0.001
592,Mankey,0.00032,31,0.001,24,0.001
593,Croconaw,0.00032,104,0.005,70,0.004
594,Flaaffy,0.00031,10,0.000,9,0.001
595,Impidimp,0.00031,11,0.001,10,0.001
596,Spoink,0.00031,22,0.001,19,0.001
597,Drowzee,0.00031,45,0.002,40,0.002
598,Weepinbell,0.00030,12,0.001,9,0.001
599,Pawmi,0.00029,10,0.000,7,0.000
600,Finneon,0.00029,9,0.000,7,0.000
601,Chinchou,0.00029,33,0.002,19,0.001
602,Seedot,0.00029,40,0.002,36,0.002
603,Rockruff-Dusk,0.00028,23,0.001,14,0.001
604,Tarountula,0.00028,41,0.002,36,0.002
605,Braixen,0.00027,18,0.001,15,0.001
606,Slowpoke-Galar,0.00026,10,0.000,8,0.000
607,Sandile,0.00026,7,0.000,6,0.000
608,Poochyena,0.00025,17,0.001,14,0.001
609,Hakamo-o,0.00025,41,0.002,35,0.002
610,Nacli,0.00024,15,0.001,12,0.001
611,Wattrel,0.00023,17,0.001,9,0.001
612,Noibat,0.00023,15,0.001,13,0.001
613,Dewpider,0.00023,13,0.001,11,0.001
614,Cacnea,0.00023,51,0.002,44,0.003
615,Quaxwell,0.00023,12,0.001,8,0.000
616,Growlithe-Hisui,0.00023,8,0.000,8,0.000
617,Chikorita,0.00023,15,0.001,14,0.001
618,Bagon,0.00022,11,0.001,9,0.001
619,Diglett,0.00022,66,0.003,36,0.002
620,Rufflet,0.00022,9,0.000,8,0.000
621,Raboot,0.00022,6,0.000,5,0.000
622,Magnemite,0.00022,73,0.004,62,0.004
623,Blitzle,0.00021,59,0.003,31,0.002
624,Metang,0.00021,85,0.004,54,0.003
625,Lampent,0.00021,7,0.000,7,0.000
626,Arrokuda,0.00020,11,0.001,8,0.000
627,Hippopotas,0.00020,28,0.001,18,0.001
628,Diglett-Alola,0.00020,14,0.001,10,0.001
629,Lechonk,0.00020,30,0.001,21,0.001
630,Shellos,0.00020,13,0.001,10,0.001
631,Grubbin,0.00020,16,0.001,9,0.001
632,Elekid,0.00020,33,0.002,25,0.002
633,Cosmog,0.00020,14,0.001,10,0.001
634,Wingull,0.00019,18,0.001,16,0.001
635,Popplio,0.00019,35,0.002,24,0.001
636,Fidough,0.00019,19,0.001,13,0.001
637,Chimchar,0.00019,11,0.001,6,0.000
638,Snubbull,0.00019,10,0.000,9,0.001
639,Tinkatink,0.00019,27,0.001,24,0.001
640,Bellsprout,0.00019,28,0.001,17,0.001
641,Fraxure,0.00019,23,0.001,15,0.001
642,Cranidos,0.00018,12,0.001,9,0.001
643,Sinistea,0.00018,25,0.001,17,0.001
644,Azurill,0.00017,42,0.002,32,0.002
645,Krokorok,0.00017,17,0.001,12,0.001
646,Hoppip,0.00017,28,0.001,24,0.001
647,Oddish,0.00017,16,0.001,13,0.001
648,Sandshrew,0.00016,54,0.003,37,0.002
649,Kirlia,0.00016,9,0.000,8,0.000
650,Growlithe,0.00016,9,0.000,9,0.001
651,Joltik,0.00016,8,0.000,8,0.000
652,Cufant,0.00016,57,0.003,54,0.003
653,Corvisquire,0.00016,30,0.001,22,0.001
654,Shuppet,0.00016,13,0.001,12,0.001
655,Luxio,0.00016,13,0.001,9,0.001
656,Wiglett,0.00016,17,0.001,14,0.001
657,Feebas,0.00015,27,0.001,14,0.001
658,Turtwig,0.00015,11,0.001,8,0.000
659,Bergmite,0.00015,9,0.000,7,0.000
660,Stunky,0.00015,16,0.001,15,0.001
661,Scorbunny,0.00014,33,0.002,29,0.002
662,Phanpy,0.00014,18,0.001,12,0.001
663,Sobble,0.00014,10,0.000,9,0.001
664,Monferno,0.00014,41,0.002,27,0.002
665,Chespin,0.00013,8,0.000,8,0.000
666,Froakie,0.00013,11,0.001,11,0.001
667,Maschiff,0.00013,4,0.000,4,0.000
668,Grimer,0.00013,7,0.000,6,0.000
669,Staravia,0.00013,25,0.001,18,0.001
670,Silicobra,0.00013,25,0.001,17,0.001
671,Charcadet,0.00013,12,0.001,11,0.001
672,Combee,0.00013,6,0.000,4,0.000
673,Drilbur,0.00012,32,0.002,27,0.002
674,Croagunk,0.00011,45,0.002,35,0.002
675,Capsakid,0.00011,3,0.000,3,0.000
676,Tepig,0.00011,6,0.000,4,0.000
677,Bounsweet,0.00010,9,0.000,8,0.000
678,Tyrogue,0.00010,5,0.000,4,0.000
679,Gulpin,0.00010,12,0.001,12,0.001
680,Snover,0.00009,9,0.000,9,0.001
681,Barboach,0.00009,10,0.000,8,0.000
682,Frigibax,0.00009,4,0.000,2,0.000
683,Skrelp,0.00009,3,0.000,3,0.000
684,Fletchling,0.00009,18,0.001,12,0.001
685,Gible,0.00008,9,0.000,6,0.000
686,Lotad,0.00008,18,0.001,18,0.001
687,Teddiursa,0.00008,11,0.001,9,0.001
688,Poliwag,0.00007,15,0.001,15,0.001
689,Tynamo,0.00007,9,0.000,8,0.000
690,Skiploom,0.00007,27,0.001,22,0.001
691,Gimmighoul,0.00007,19,0.001,19,0.001
692,Rolycoly,0.00007,4,0.000,4,0.000
693,Steenee,0.00007,4,0.000,4,0.000
694,Skiddo,0.00007,8,0.000,7,0.000
695,Rookidee,0.00007,27,0.001,24,0.001
696,Dreepy,0.00007,27,0.001,27,0.002
697,Meowth-Galar,0.00006,19,0.001,14,0.001
698,Phantump,0.00006,7,0.000,7,0.000
699,Meditite,0.00006,16,0.001,13,0.001
700,Chingling,0.00006,3,0.000,3,0.000
701,Toedscool,0.00006,6,0.000,5,0.000
702,Chewtle,0.00006,2,0.000,2,0.000
703,Igglybuff,0.00006,16,0.001,13,0.001
704,Seel,0.00006,2,0.000,2,0.000
705,Swablu,0.00005,6,0.000,4,0.000
706,Sliggoo,0.00005,89,0.004,49,0.003
707,Bramblin,0.00005,15,0.001,12,0.001
708,Goomy,0.00005,14,0.001,11,0.001
709,Scatterbug,0.00005,11,0.001,7,0.000
710,Slugma,0.00005,2,0.000,2,0.000
711,Deerling,0.00005,5,0.000,2,0.000
712,Hoothoot,0.00005,8,0.000,7,0.000
713,Kricketot,0.00004,19,0.001,17,0.001
714,Gothita,0.00004,7,0.000,7,0.000
715,Makuhita,0.00004,5,0.000,3,0.000
716,Slakoth,0.00004,7,0.000,5,0.000
717,Foongus,0.00004,32,0.002,28,0.002
718,Cetoddle,0.00004,4,0.000,4,0.000
719,Rockruff,0.00004,4,0.000,4,0.000
720,Nymble,0.00003,3,0.000,1,0.000
721,Quaxly,0.00003,2,0.000,2,0.000
722,Petilil,0.00003,1,0.000,1,0.000
723,Crabrawler,0.00003,5,0.000,3,0.000
724,Nuzleaf,0.00003,3,0.000,3,0.000
725,Fomantis,0.00003,7,0.000,5,0.000
726,Beldum,0.00003,3,0.000,2,0.000
727,Spewpa,0.00003,1,0.000,1,0.000
728,Meowth-Alola,0.00003,1,0.000,1,0.000
729,Houndour,0.00003,3,0.000,3,0.000
730,Poltchageist,0.00003,1,0.000,1,0.000
731,Pawmo,0.00003,1,0.000,1,0.000
732,Ducklett,0.00003,3,0.000,2,0.000
733,Deino,0.00003,1,0.000,1,0.000
734,Trumbeak,0.00002,3,0.000,2,0.000
735,Prinplup,0.00002,3,0.000,3,0.000
736,Quilladin,0.00002,6,0.000,5,0.000
737,Varoom,0.00002,3,0.000,3,0.000
738,Pupitar,0.00002,23,0.001,13,0.001
739,Tadbulb,0.00002,8,0.000,8,0.000
740,Smoliv,0.00001,8,0.000,6,0.000
741,Jangmo-o,0.00001,4,0.000,3,0.000
742,Magby,0.00001,4,0.000,3,0.000
743,Milcery,0.00001,1,0.000,1,0.000
744,Toxel,0.00001,13,0.001,9,0.001
745,Dolliv,0.00001,4,0.000,3,0.000
746,Spinarak,0.00000,45,0.002,33,0.002
747,Drizzile,0.00000,2,0.000,2,0.000
748,Timburr,0.00000,6,0.000,5,0.000
749,Clauncher,0.00000,2,0.000,2,0.000
750,Grimer-Alola,0.00000,1,0.000,1,0.000
751,Fennekin,0.00000,5,0.000,3,0.000
752,Rhyhorn,0.00000,185,0.009,167,0.010
753,Golett,0.00000,3,0.000,1,0.000
754,Rellor,0.00000,3,0.000,3,0.000
755,Skwovet,0.00000,4,0.000,4,0.000
756,Pikipek,0.00000,7,0.000,6,0.000
757,Vibrava,0.00000,3,0.000,3,0.000
