Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
519,Sunkern,0.00119,86,0.004,75,0.004
520,Sewaddle,0.00115,36,0.002,29,0.002
521,Elekid,0.00114,57,0.003,44,0.002
522,Frogadier,0.00113,63,0.003,52,0.003
523,Vullaby,0.00113,45,0.002,31,0.002
524,Minccino,0.00110,88,0.004,81,0.005
525,Vulpix,0.00109,94,0.004,76,0.004
526,Charmander,0.00107,85,0.004,71,0.004
527,Fletchinder,0.00107,37,0.002,29,0.002
528,Zorua-Hisui,0.00106,86,0.004,45,0.003
529,Pawniard,0.00103,31,0.001,27,0.002
530,Surskit,0.00103,36,0.002,34,0.002
531,Skrelp,0.00102,45,0.002,41,0.002
532,Solosis,0.00100,43,0.002,34,0.002
533,Larvesta,0.00100,69,0.003,45,0.003
534,Oricorio-Pa'u,0.00099,98,0.004,68,0.004
535,Grubbin,0.00097,44,0.002,38,0.002
536,Phione,0.00097,89,0.004,63,0.004
537,Shroodle,0.00096,108,0.005,63,0.004
538,Seadra,0.00095,126,0.006,112,0.006
539,Corvisquire,0.00094,31,0.001,24,0.001
540,Kubfu,0.00094,23,0.001,21,0.001
541,Drakloak,0.00093,70,0.003,61,0.003
542,Duosion,0.00092,133,0.006,82,0.005
543,Chingling,0.00092,46,0.002,38,0.002
544,Cranidos,0.00090,66,0.003,53,0.003
545,Poliwhirl,0.00090,63,0.003,49,0.003
546,Totodile,0.00089,183,0.008,121,0.007
547,Hakamo-o,0.00089,43,0.002,36,0.002
548,Cosmoem,0.00088,64,0.003,42,0.002
549,Aipom,0.00088,74,0.003,64,0.004
550,Litwick,0.00088,46,0.002,31,0.002
551,Cubchoo,0.00088,58,0.003,39,0.002
552,Hippopotas,0.00085,91,0.004,70,0.004
553,Quaxwell,0.00085,33,0.001,29,0.002
554,Sprigatito,0.00084,43,0.002,34,0.002
555,Dartrix,0.00084,36,0.002,30,0.002
556,Sliggoo-Hisui,0.00082,118,0.005,91,0.005
557,Meowth,0.00081,88,0.004,75,0.004
558,Oddish,0.00081,48,0.002,40,0.002
559,Dewpider,0.00079,48,0.002,40,0.002
560,Weepinbell,0.00078,38,0.002,32,0.002
561,Zweilous,0.00078,55,0.002,47,0.003
562,Growlithe,0.00078,27,0.001,23,0.001
563,Monferno,0.00078,48,0.002,42,0.002
564,Impidimp,0.00077,28,0.001,24,0.001
565,Varoom,0.00077,31,0.001,24,0.001
566,Shieldon,0.00077,53,0.002,36,0.002
567,Eelektrik,0.00076,52,0.002,37,0.002
568,Lechonk,0.00076,71,0.003,54,0.003
569,Pupitar,0.00076,83,0.004,72,0.004
570,Graveler-Alola,0.00076,149,0.007,125,0.007
571,Servine,0.00076,78,0.003,62,0.003
572,Grotle,0.00074,35,0.002,30,0.002
573,Sinistea,0.00073,46,0.002,33,0.002
574,Wiglett,0.00073,69,0.003,55,0.003
575,Calyrex,0.00073,82,0.004,60,0.003
576,Koffing,0.00072,107,0.005,84,0.005
577,Maschiff,0.00072,32,0.001,27,0.002
578,Bagon,0.00071,48,0.002,28,0.002
579,Finizen,0.00071,27,0.001,25,0.001
580,Gabite,0.00070,40,0.002,32,0.002
581,Wattrel,0.00069,58,0.003,39,0.002
582,Dreepy,0.00068,40,0.002,26,0.001
583,Staravia,0.00068,59,0.003,45,0.003
584,Snubbull,0.00068,36,0.002,25,0.001
585,Rolycoly,0.00067,12,0.001,10,0.001
586,Toedscool,0.00066,84,0.004,58,0.003
587,Mareep,0.00066,30,0.001,26,0.001
588,Shroomish,0.00065,29,0.001,25,0.001
589,Nymble,0.00065,51,0.002,36,0.002
590,Sandshrew-Alola,0.00065,40,0.002,32,0.002
591,Numel,0.00065,68,0.003,59,0.003
592,Happiny,0.00064,50,0.002,41,0.002
593,Shellos,0.00064,27,0.001,23,0.001
594,Bergmite,0.00063,29,0.001,22,0.001
595,Kricketot,0.00063,34,0.001,33,0.002
596,Fletchling,0.00062,34,0.001,23,0.001
597,Lampent,0.00062,26,0.001,21,0.001
598,Torchic,0.00062,148,0.007,118,0.007
599,Cacnea,0.00062,92,0.004,75,0.004
600,Ivysaur,0.00061,93,0.004,81,0.005
601,Feebas,0.00060,91,0.004,72,0.004
602,Cleffa,0.00060,40,0.002,35,0.002
603,Corphish,0.00058,62,0.003,49,0.003
604,Axew,0.00057,28,0.001,19,0.001
605,Geodude-Alola,0.00056,30,0.001,22,0.001
606,Swablu,0.00056,25,0.001,18,0.001
607,Snorunt,0.00056,25,0.001,21,0.001
608,Piplup,0.00056,37,0.002,30,0.002
609,Shinx,0.00054,66,0.003,50,0.003
610,Gible,0.00054,74,0.003,58,0.003
611,Snover,0.00054,39,0.002,32,0.002
612,Seedot,0.00053,65,0.003,40,0.002
613,Azurill,0.00053,41,0.002,33,0.002
614,Mankey,0.00053,36,0.002,26,0.001
615,Yanma,0.00053,55,0.002,46,0.003
616,Tinkatuff,0.00052,51,0.002,45,0.003
617,Graveler,0.00051,56,0.002,48,0.003
618,Trumbeak,0.00050,38,0.002,32,0.002
619,Popplio,0.00050,66,0.003,45,0.003
620,Bronzor,0.00050,26,0.001,21,0.001
621,Prinplup,0.00049,25,0.001,22,0.001
622,Litten,0.00049,57,0.003,47,0.003
623,Slugma,0.00048,25,0.001,20,0.001
624,Floragato,0.00047,41,0.002,33,0.002
625,Wooper-Paldea,0.00047,38,0.002,32,0.002
626,Phanpy,0.00047,78,0.003,63,0.004
627,Magby,0.00046,27,0.001,22,0.001
628,Carkol,0.00046,20,0.001,18,0.001
629,Ducklett,0.00045,61,0.003,48,0.003
630,Diglett-Alola,0.00045,14,0.001,14,0.001
631,Tepig,0.00044,24,0.001,21,0.001
632,Kirlia,0.00044,26,0.001,19,0.001
633,Espurr,0.00044,73,0.003,68,0.004
634,Igglybuff,0.00044,32,0.001,28,0.002
635,Sobble,0.00043,56,0.002,46,0.003
636,Drowzee,0.00043,26,0.001,19,0.001
637,Quaxly,0.00043,34,0.001,24,0.001
638,Fuecoco,0.00043,34,0.001,29,0.002
639,Joltik,0.00043,52,0.002,35,0.002
640,Arrokuda,0.00042,56,0.002,40,0.002
641,Spewpa,0.00041,16,0.001,12,0.001
642,Chespin,0.00041,21,0.001,17,0.001
643,Tinkatink,0.00041,86,0.004,60,0.003
644,Charcadet,0.00041,37,0.002,27,0.002
645,Poltchageist,0.00041,41,0.002,34,0.002
646,Combusken,0.00040,81,0.004,66,0.004
647,Tadbulb,0.00040,38,0.002,24,0.001
648,Phantump,0.00039,20,0.001,17,0.001
649,Hoppip,0.00039,42,0.002,36,0.002
650,Zorua,0.00039,33,0.001,18,0.001
651,Blitzle,0.00038,22,0.001,17,0.001
652,Finneon,0.00037,22,0.001,18,0.001
653,Ekans,0.00036,27,0.001,26,0.001
654,Charmeleon,0.00036,27,0.001,22,0.001
655,Drilbur,0.00036,22,0.001,18,0.001
656,Goomy,0.00036,31,0.001,22,0.001
657,Vulpix-Alola,0.00036,50,0.002,40,0.002
658,Grovyle,0.00036,42,0.002,30,0.002
659,Fennekin,0.00035,23,0.001,16,0.001
660,Gothorita,0.00035,31,0.001,22,0.001
661,Sliggoo,0.00034,33,0.001,22,0.001
662,Dolliv,0.00034,13,0.001,11,0.001
663,Braixen,0.00033,72,0.003,46,0.003
664,Inkay,0.00033,36,0.002,35,0.002
665,Pignite,0.00033,54,0.002,42,0.002
666,Gothita,0.00033,15,0.001,14,0.001
667,Applin,0.00032,12,0.001,7,0.000
668,Lotad,0.00032,20,0.001,19,0.001
669,Turtwig,0.00032,42,0.002,40,0.002
670,Floette,0.00030,26,0.001,23,0.001
671,Shellder,0.00030,19,0.001,15,0.001
672,Flaaffy,0.00030,26,0.001,22,0.001
673,Hatenna,0.00030,18,0.001,14,0.001
674,Timburr,0.00030,17,0.001,14,0.001
675,Froakie,0.00030,44,0.002,33,0.002
676,Gimmighoul,0.00029,14,0.001,12,0.001
677,Sandygast,0.00029,24,0.001,20,0.001
678,Croconaw,0.00029,106,0.005,68,0.004
679,Barboach,0.00028,23,0.001,20,0.001
680,Tyrogue,0.00028,16,0.001,12,0.001
681,Voltorb-Hisui,0.00027,19,0.001,18,0.001
682,Slowpoke-Galar,0.00027,32,0.001,24,0.001
683,Nacli,0.00027,22,0.001,17,0.001
684,Meowth-Alola,0.00026,18,0.001,14,0.001
685,Snivy,0.00026,53,0.002,41,0.002
686,Krokorok,0.00026,27,0.001,25,0.001
687,Horsea,0.00026,54,0.002,48,0.003
688,Wingull,0.00026,14,0.001,11,0.001
689,Houndour,0.00026,26,0.001,20,0.001
690,Tentacool,0.00025,30,0.001,19,0.001
691,Teddiursa,0.00025,24,0.001,20,0.001
692,Foongus,0.00025,15,0.001,11,0.001
693,Spoink,0.00025,35,0.002,31,0.002
694,Meditite,0.00025,18,0.001,17,0.001
695,Frigibax,0.00024,14,0.001,14,0.001
696,Shuppet,0.00024,8,0.000,8,0.000
697,Lombre,0.00023,11,0.000,8,0.000
698,Golett,0.00023,37,0.002,26,0.001
699,Clauncher,0.00022,15,0.001,12,0.001
700,Chinchou,0.00021,59,0.003,49,0.003
701,Smoliv,0.00021,216,0.010,136,0.008
702,Cufant,0.00021,231,0.010,181,0.010
703,Luxio,0.00021,20,0.001,15,0.001
704,Combee,0.00021,20,0.001,13,0.001
705,Deerling,0.00019,25,0.001,17,0.001
706,Vibrava,0.00019,24,0.001,22,0.001
707,Bramblin,0.00019,7,0.000,6,0.000
708,Skiploom,0.00018,11,0.000,11,0.001
709,Gimmighoul-Roaming,0.00018,9,0.000,6,0.000
710,Jangmo-o,0.00018,24,0.001,22,0.001
711,Shelgon,0.00018,33,0.001,28,0.002
712,Makuhita,0.00018,34,0.001,25,0.001
713,Seel,0.00018,12,0.001,11,0.001
714,Chimchar,0.00017,18,0.001,15,0.001
715,Rookidee,0.00017,8,0.000,7,0.000
716,Pikipek,0.00017,10,0.000,8,0.000
717,Scatterbug,0.00017,15,0.001,12,0.001
718,Deino,0.00017,19,0.001,16,0.001
719,Bounsweet,0.00016,11,0.000,9,0.001
720,Cosmog,0.00016,7,0.000,6,0.000
721,Tarountula,0.00016,16,0.001,14,0.001
722,Noibat,0.00015,17,0.001,11,0.001
723,Skwovet,0.00015,21,0.001,16,0.001
724,Pawmo,0.00014,9,0.000,9,0.001
725,Rockruff,0.00014,7,0.000,6,0.000
726,Crabrawler,0.00014,24,0.001,20,0.001
727,Cetoddle,0.00014,8,0.000,6,0.000
728,Rellor,0.00013,7,0.000,7,0.000
729,Sandile,0.00013,89,0.004,84,0.005
730,Fidough,0.00012,6,0.000,3,0.000
731,Tynamo,0.00012,13,0.001,12,0.001
732,Petilil,0.00012,5,0.000,4,0.000
733,Skiddo,0.00012,7,0.000,7,0.000
734,Nuzleaf,0.00011,14,0.001,11,0.001
735,Quilladin,0.00011,17,0.001,14,0.001
736,Bellsprout,0.00011,8,0.000,8,0.000
737,Greavard,0.00011,24,0.001,17,0.001
738,Yungoos,0.00011,7,0.000,7,0.000
739,Poochyena,0.00010,10,0.000,9,0.001
740,Drizzile,0.00010,10,0.000,6,0.000
741,Hoothoot,0.00010,9,0.000,8,0.000
742,Beldum,0.00010,6,0.000,6,0.000
743,Capsakid,0.00010,9,0.000,7,0.000
744,Rockruff-Dusk,0.00010,7,0.000,6,0.000
745,Brionne,0.00008,5,0.000,5,0.000
746,Rhyhorn,0.00008,12,0.001,11,0.001
747,Milcery,0.00008,14,0.001,11,0.001
748,Dratini,0.00008,25,0.001,23,0.001
749,Meowth-Galar,0.00008,20,0.001,16,0.001
750,Pawmi,0.00008,5,0.000,5,0.000
751,Chewtle,0.00008,14,0.001,10,0.001
752,Scorbunny,0.00007,12,0.001,9,0.001
753,Litleo,0.00006,12,0.001,11,0.001
754,Fomantis,0.00006,5,0.000,3,0.000
755,Grimer,0.00006,11,0.000,9,0.001
756,Toxel,0.00005,24,0.001,18,0.001
757,Rufflet,0.00005,16,0.001,15,0.001
758,Steenee,0.00004,11,0.000,10,0.001
759,Slakoth,0.00004,25,0.001,22,0.001
760,Grimer-Alola,0.00002,12,0.001,11,0.001
761,Flabebe,0.00001,2,0.000,2,0.000
762,Silicobra,0.00001,10,0.000,10,0.001
763,Growlithe-Hisui,0.00000,15,0.001,8,0.000
